point_id,cluster,outlier_score,rating,parent_asin,asin,x,y
1514,-1,,5.0,B07DNG9XSZ,B08T9CBK19,-0.09169064,0.13939416
1515,-1,,5.0,B091F2TVMT,B091F2TVMT,-0.009360805,-0.031408504
1516,4,0.0,5.0,B0B85V929L,B08TPSL1FW,0.042448565,0.5346595
1517,-1,,4.0,B09BFKS9WQ,B094NDHR8J,-0.08658484,0.12849644
1518,-1,,4.0,B091YJ34CX,B091Y2JX1S,-0.26351765,0.119656116
1519,-1,,3.0,B08ZCKJ299,B08ZCKJ299,-0.21937022,0.02436696
1520,-1,,4.0,B08ZSM5Q7W,B08ZSM5Q7W,0.054035597,0.21077946
1521,-1,,5.0,B08QHSM2NH,B08QHSM2NH,-0.27602953,0.099534966
1522,-1,,5.0,B08PK9VS8F,B08PK9YW4G,-0.15011287,0.23125145
1523,-1,,4.0,B08RS42VC7,B08RS42VC7,-0.09045104,0.2503089
1524,-1,,5.0,B08PKBTC76,B08PKBTC76,-0.23719057,0.25073206
1525,-1,,4.0,B08RDX61MZ,B08RDX61MZ,-0.17929098,0.2233207
1526,-1,,5.0,B08B3XRQPN,B08B3XRQPN,-0.1606603,0.30518982
1527,-1,,4.0,B08MYTBRY2,B08MYTBRY2,-0.058051832,0.20588171
1528,-1,,4.0,B08NXC2F9R,B08NXCBKK4,-0.14881665,0.28351796
1529,-1,,4.0,B08ML79GYD,B08ML79GYD,-0.120955475,0.15732227
1530,-1,,5.0,B08NX1KL65,B08NX1KL65,-0.033123076,0.20617828
1531,-1,,4.0,B08JCF4VWG,B08JCF4VWG,-0.13524324,0.261986
1532,-1,,4.0,B08L36JTQT,B08L36JTQT,0.07440582,-0.0022488441
1533,-1,,5.0,B08J3CPG5G,B08J3RV42V,0.1463139,0.038990453
1534,-1,,5.0,B0899WBQ3S,B0899WBQ3S,0.015068112,0.03406141
1535,-1,,5.0,B08L5HLN61,B08HMVXMXF,0.06240368,0.22879866
1536,-1,,5.0,B08H5P93R4,B08H5P93R4,0.021800267,0.21116708
1537,-1,,5.0,B09HRKD9F7,B08FSZT2J7,0.09392598,0.16876934
1538,-1,,3.0,B08DCRJPHP,B08DCRJPHP,-0.64620537,-0.028047096
1539,-1,,5.0,B08G5F3X8F,B089HR6CQP,0.04373742,0.06364706
1540,-1,,5.0,B07XRV8428,B07XRV8428,-0.07838511,-0.1610063
1541,-1,,4.0,B08GFY98KX,B08GFY98KX,0.0468823,0.25444028
1542,-1,,4.0,B0C5YP4GDQ,B081ZTYVXT,-0.13110828,-0.15372047
1543,-1,,4.0,B089SM95C2,B089SM95C2,-0.037333474,-0.020308442
1544,-1,,4.0,B08BK48TW5,B08BK48TW5,-0.2190145,0.027045742
1545,-1,,5.0,B087N4LQPN,B087N4LQPN,0.045102824,0.036971845
1546,-1,,4.0,B0856481P2,B0852844YB,0.13954496,0.07808632
1547,-1,,4.0,B087CY4XQH,B087CY4XQH,0.12703738,0.050706998
1548,-1,,4.0,B089DF8FWN,B0845NT2HX,-0.06335647,-0.06465131
1549,-1,,4.0,B082W1CBDC,B082W1CBDC,0.071530506,0.33534804
1550,-1,,4.0,B09JZZMQNN,B084SBZDL5,-0.5197887,-0.07652937
1551,-1,,4.0,B07TGD2F8B,B07TGD2F8B,-0.27945068,-0.24762182
1552,-1,,4.0,B082SX4MG5,B082SX4MG5,0.027001977,0.18622488
1553,-1,,4.0,B0C3M91B2C,B0834RTJYB,0.10448355,0.07838323
1554,-1,,4.0,B07YXVWHFG,B07YXVWHFG,0.03799986,0.12643364
1555,-1,,5.0,B0C8SS7HML,B07Z8RWLR8,0.07967478,0.08364229
1556,-1,,4.0,B082TQXKHN,B082TQXKHN,0.056302547,-0.29969501
1557,-1,,5.0,B0831N3T39,B0831N3T39,0.004632674,0.18216914
1558,-1,,4.0,B082KQBRKJ,B082KQBRKJ,-0.05576697,0.1934931
1559,-1,,4.0,B082KPTZKX,B082KPTZKX,-0.03541761,0.22302368
1560,-1,,4.0,B082PFDSRT,B082PFDSRT,-0.08272383,0.06315304
1561,-1,,4.0,B0838FF88L,B0838FF88L,-0.07212985,0.1924651
1562,-1,,4.0,B09CGWWR1H,B07Y2KZZLN,0.14353874,0.19427082
1563,-1,,4.0,B082PP61YH,B082PP61YH,-0.041188926,0.3428894
1564,-1,,4.0,B081VZ5ZTZ,B07X9259L2,-0.10461307,0.00041939132
1565,-1,,5.0,B0B751K1LV,B081PXHF89,-0.12290057,0.10434138
1566,-1,,4.0,B0823DQ3YW,B0823DQ3YW,-0.02031584,0.21554759
1567,-1,,4.0,B078Y5VWBT,B078Y5VWBT,0.11531115,0.24000117
1568,-1,,4.0,B07XLBF5MP,B07XLBF5MP,0.026164377,-0.13428512
1569,-1,,5.0,B09JLG3YT7,B07XVB7G99,-0.06420859,0.030972123
1570,-1,,4.0,B07YC18BL7,B07YC18BL7,-0.014190227,0.07149743
1571,-1,,5.0,B095L8F33R,B07V5LZJ3B,-0.10805894,0.1167687
1572,5,0.004035160919192354,4.0,B0BNC1QBH6,B07WSKKYPR,-0.5643597,-0.050908543
1573,-1,,3.0,B07PSKXM33,B07PSKXM33,-0.4546119,0.17824861
1574,-1,,5.0,B07TXGPNN2,B07TXGPNN2,-0.05745744,-0.018518971
1575,-1,,4.0,B07TWN55VV,B07TWN55VV,0.13446593,-0.23263845
1576,-1,,5.0,B07TBHNP4C,B07GNVRNTB,-0.6089148,0.0024195127
1577,-1,,5.0,B07WC81LRS,B07WC81LRS,0.24821839,0.1862241
1578,-1,,5.0,B07QKPCWN5,B07DL4Y9G4,0.123928145,-0.06685165
1579,-1,,2.0,B07QH5MDTS,B07QH5MDTS,-0.49602014,-0.13854468
1580,-1,,5.0,B0BGPJNJBH,B00THDSPEO,-0.22974569,-0.04184266
1581,-1,,4.0,B0B23LRBRP,B07RF8K6M2,-0.33574924,-0.27839935
1582,-1,,5.0,B07RXXTZ6R,B07RXXTZ6R,-0.03088238,0.04490277
1583,-1,,4.0,B0C5PC4J6W,B07HZ2MSV5,-0.39181247,-0.18026885
1584,-1,,4.0,B08SM7PP2M,B07Q2X651Z,0.060199097,-0.118276134
1585,4,0.018602236056229987,4.0,B07NTVBTSM,B07NF69LSJ,-0.07531259,0.40101996
1586,-1,,4.0,B0BJ7QMYBF,B07JL2NDSQ,-0.2570666,-0.008120168
1587,-1,,4.0,B08J7RH9JH,B07QJ43RFT,-0.10908272,0.32648656
1588,-1,,4.0,B08J79T7CQ,B07NFMMNQB,-0.14246872,0.11226639
1589,-1,,4.0,B082R17ZJG,B07NR2TJP9,-0.6565231,-0.03939651
1590,-1,,5.0,B088GJHYVN,B07MWRQGMC,0.029118568,0.16819131
1591,-1,,4.0,B07H9YR3XW,B07H9YR3XW,0.0806679,0.06498248
1592,-1,,5.0,B07MMYYNHB,B07MMYYNHB,0.062062837,-0.040490627
1593,-1,,4.0,B07LBQYCHT,B07LBQYCHT,0.065160975,0.11308101
1594,-1,,4.0,B08PFVF5L8,B07L1HJ23S,-0.059679613,-0.03746741
1595,-1,,4.0,B097C49PBW,B07DDDV1VR,-0.42032564,-0.06666978
1596,-1,,5.0,B07JHTVHM8,B07H6LBCSX,0.071079865,-0.010717202
1597,-1,,5.0,B07J9NT4H9,B07J9NT4H9,0.034780256,0.34601435
1598,-1,,4.0,B07HFWGBST,B07HFWGBST,0.044805035,-0.054142915
1599,-1,,4.0,B07HLQ32HK,B07HLQ32HK,-0.2783844,-0.00095108896
1600,-1,,4.0,B07K8XPS7J,B07FXP75RC,-0.641934,0.059369467
1601,-1,,5.0,B07FGKRX43,B07FGKRX43,-0.16983917,0.009897497
1602,-1,,5.0,B07QDNWC7X,B00Z7SQSOW,-0.11523431,0.109914705
1603,-1,,5.0,B07D9JW39N,B07D815N25,-0.16267517,0.35110742
1604,-1,,5.0,B09YYX736L,B0765CFXBM,-0.26124495,0.039841097
1605,-1,,4.0,B095LLDH4H,B07G5LZN3H,-0.021459818,-0.040711943
1606,-1,,3.0,B07F2DDC28,B07F2DDC28,-0.033599526,0.109911725
1607,-1,,4.0,B07CZCFHC6,B07CZCFHC6,-0.03959599,0.04379593
1608,-1,,5.0,B07G2G18YH,B07G2G18YH,-0.54573506,-0.14822583
1609,-1,,5.0,B098DSFTQM,B079H6111J,0.05572129,-0.16455624
1610,-1,,4.0,B01MFESB51,B01MFESB51,-0.29558748,9.556301e-05
1611,-1,,4.0,B07DC8673V,B07DC8673V,-0.12730348,-0.057820596
1612,-1,,4.0,B0759MFSWC,B0759MFSWC,0.047073152,-0.19757363
1613,-1,,4.0,B077CMJVRZ,B077CMJVRZ,-0.03734123,0.44808874
1614,-1,,4.0,B0751W3JZ9,B0751W3JZ9,-0.6584745,0.09049733
1615,-1,,4.0,B076MJW31F,B01N7W9XUH,0.09010932,0.1720344
1616,-1,,4.0,B00VV6X1UI,B00VV6X1UI,-0.5964567,0.1763982
1617,-1,,5.0,B08KG14KCT,B0781Z7Y3S,0.19683754,-0.039552756
1618,-1,,4.0,B076PMVZMR,B076PMVZMR,-0.05656737,0.08040389
1619,-1,,4.0,B01M716C56,B01M716C56,0.18117842,0.03879302
1620,-1,,5.0,B08N6HGY8P,B074FKGR7F,-0.081720285,-0.11165438
1621,-1,,5.0,B09K7JMBYK,B074WDWVX1,-0.41973734,-0.20245665
1622,-1,,4.0,B06XFTNSCT,B06XFTNSCT,-0.3991266,0.116352886
1623,-1,,5.0,B016XFCHBA,B016XFCHBA,-0.1601828,0.15354593
1624,-1,,5.0,B01I33N124,B01I33N124,-0.2838767,-0.09821073
1625,-1,,5.0,B014TUZ92U,B00AWKJPPY,0.007990915,0.21982023
1626,-1,,4.0,B01E6L4WW0,B01E6L4WW0,-0.09551,-0.08033401
1627,-1,,2.0,B00Y85YSGK,B00Y85YSGK,-0.10939624,0.0029936172
1628,-1,,5.0,B06WRMP8KT,B06WRMP8KT,-0.34330076,-0.14676072
1629,-1,,4.0,B017O1BWMW,B017O1BWMW,-0.008877642,0.100253
1630,-1,,4.0,B01N3JWG1N,B01N3JWG1N,-0.2004649,0.19485728
1631,-1,,4.0,B06XJF5NMP,B017BK9RXC,0.11490271,0.18142621
1632,2,0.0,5.0,B08739SDH3,B01LR8PG6Q,0.07370664,-0.19036357
1633,-1,,4.0,B00IYETYX8,B00IYETYX8,0.09424341,-0.33932415
1634,-1,,4.0,B09HJ4LVWP,B00M77UME8,0.0714956,-0.15000853
1635,-1,,5.0,B09LYWCHJX,B01JOXW3YE,0.017333537,-0.16694534
1636,-1,,5.0,B01IOECNKS,B01IOECNKS,-0.59284693,0.10016384
1637,-1,,5.0,B00IVPU786,B00IVPU786,0.08226522,0.00842469
1638,3,0.02728541345262534,5.0,B00PVCV682,B00PVCV682,0.03196071,-0.22769505
1639,-1,,5.0,B07BV831R5,B01GO244R2,-0.103243865,0.19002192
1640,-1,,5.0,B09Z3BM734,B006YG8X9Y,0.177165,-0.017018033
1641,-1,,5.0,B01HAUTGKM,B01HAUTGKM,0.060280405,0.07035796
1642,-1,,5.0,B01DJ7LUJK,B01DJ7LUJK,0.021300584,0.28697744
1643,-1,,5.0,B01HIPOC30,B01HIPOCYE,0.093841106,0.2681915
1644,-1,,5.0,B00EDIC062,B00EDIC062,-0.13848385,-0.29981676
1645,-1,,5.0,B01EJ2CQ7O,B01EJ2CQ7O,0.16827796,-0.1241418
1646,-1,,5.0,B01F75X68U,B01F75X68U,0.053960405,-0.25805005
1647,-1,,4.0,B01E7C8TWW,B01E7C8TWW,-0.042494766,0.21194395
1648,-1,,5.0,B00SWL1F2G,B00QL3TMW2,-0.06432977,0.14899802
1649,-1,,5.0,B01C2ADMNW,B01C2ADMNW,0.049594548,0.19464424
1650,-1,,5.0,B09N5LVWH7,B00HSQAIQU,0.02814954,-0.29114437
1651,-1,,5.0,B017ILTARW,B017ILTARW,-0.3458585,0.32249096
1652,-1,,4.0,B011KFQASE,B011KFQASE,-0.09953476,0.18989035
1653,-1,,5.0,B015CAP52U,B015CAP52U,0.24510077,-0.19536293
1654,-1,,4.0,B00006JPRN,B00006JPRN,-0.5292999,-0.011519663
1655,-1,,5.0,B0183F4MR0,B0183F4MR0,-0.047478326,0.17744893
1656,-1,,5.0,B0171F4ULQ,B0171F4ULQ,-0.5331721,-0.055957012
1657,-1,,5.0,B0170O61J2,B0170O61J2,-0.028385498,0.34023994
1658,-1,,5.0,B0178I3JOK,B0176XTF4A,-0.59446114,-0.0054842196
1659,-1,,4.0,B00Y4FUVI8,B00Y4FUVI8,0.01993388,0.2821362
1660,-1,,4.0,B010AX4WG4,B010AX4WG4,-0.2609983,-0.12158507
1661,-1,,4.0,B014H8SON0,B014H8SON0,0.10489624,-0.10815767
1662,-1,,5.0,B01N0H8WUZ,B00FB463E2,0.11300842,0.035425417
1663,-1,,4.0,B08JH3PJ2Q,B00DSTBMPC,-0.5562771,0.064274594
1664,-1,,5.0,B07GST8F8L,B00WJHQFLU,0.11016595,0.22901958
1665,-1,,5.0,B00XHRW9TI,B00XHRW9TI,0.0012519173,0.38518968
1666,-1,,5.0,B08N6HJ3FB,B003CJTR82,-0.5490258,-0.017373893
1667,-1,,5.0,B006MPRFJQ,B006MPRFJQ,0.15168582,-0.033695903
1668,-1,,5.0,B00KH3SZTS,B00KH3SZTS,0.17073162,0.13033386
1669,-1,,5.0,B00IG9LSGM,B00IG9LSGM,-0.07842582,0.063505106
1670,-1,,5.0,B00KFCESEC,B00KFCESEC,-0.07438585,0.44794938
1671,-1,,5.0,B00L7SV16G,B00L7SV16G,0.061038047,-0.04934563
1672,-1,,5.0,B00CWXJXTC,B00CWXJXTC,-0.59798807,0.016883854
1673,-1,,5.0,B00JFHYY42,B00JFHYY42,-0.0020893216,0.15301183
1674,-1,,5.0,B005P99KT8,B005P99KT8,0.07333417,-0.106495194
1675,-1,,5.0,B08LZJ8GMH,B08LZJ8GMH,0.11203735,-0.13332176
1676,-1,,1.0,B0BYZMDN97,B07V4R4Z77,0.102055155,0.21018663
1677,-1,,5.0,B08FT8J1RR,B07Z5NLHNV,-0.12712467,-0.014174864
1678,-1,,5.0,B0C2YWQP1J,B08319XH53,0.073196694,0.13830951
1679,-1,,5.0,B09Z228SQJ,B071GK6193,-0.25364634,-0.22901323
1680,-1,,1.0,B085F4RL5S,B085F4RL5S,-0.027232654,-0.2685266
1681,-1,,5.0,B00KJLMBQQ,B00KJLMBQQ,-0.67593294,0.1025919
1682,-1,,5.0,B07Y1SNHQW,B07Y1SNHQW,0.117098324,0.25680864
1683,-1,,3.0,B0B5GZBXCV,B0B58LMKVP,0.09106925,0.017659392
1684,-1,,5.0,B07QF4Q875,B07QF4Q875,0.037814096,0.011565961
1685,-1,,5.0,B08YXY5XMD,B08F5Z2MC2,0.059237078,0.15337221
1686,-1,,5.0,B075NCMLYL,B075NCMLYL,0.14183798,-0.29324546
1687,-1,,5.0,B0BXM4RTZ4,B07F92PGWM,0.17623675,0.18064314
1688,-1,,5.0,B073ZNM75V,B073ZNM75V,0.18127865,0.1883337
1689,-1,,1.0,B098PZNSL7,B098PZNSL7,-0.019814461,0.057694793
1690,-1,,5.0,B0BR3MLGZZ,B0831BF1FH,0.29771364,-0.01663444
1691,-1,,5.0,B09KH1J658,B08958G45Z,0.03606242,0.35128674
1692,-1,,1.0,B08Q2D3XR1,B075LT8YLR,-0.32115042,-0.2697778
1693,-1,,5.0,B082LMXMNZ,B082LMXMNZ,-0.5006565,0.0072624106
1694,-1,,5.0,B093QLDGNJ,B019SRBUNG,0.07833197,-0.15038645
1695,-1,,3.0,B09KMSH26Q,B01I90L1BO,0.021921374,-0.11679709
1696,-1,,5.0,B075JZNHTD,B01N32NCPM,0.1564498,-0.20697951
1697,-1,,5.0,B01N34WW1E,B0146QJ4QE,0.13760014,0.09874845
1698,-1,,5.0,B09CG9LZSR,B09CG9LZSR,0.01624325,-0.08983061
1699,-1,,1.0,B094BMCMPS,B076Q1HHZY,0.07480748,-0.047514565
1700,-1,,3.0,B01H3CN9ZA,B01H3CN9ZA,0.080572255,0.21607196
1701,-1,,5.0,B08148XDKN,B08148XDKN,0.003100384,0.429093
1702,-1,,5.0,B07P92XS72,B07P7XYP2B,-0.006373249,0.16326396
1703,-1,,5.0,B07YXG4F7R,B07YXG4F7R,0.20534289,-0.29758206
1704,-1,,5.0,B003LY0QH4,B003LY0QH4,0.29323822,-0.15428613
1705,-1,,5.0,B005OTPVMY,B005OTPVMY,0.16647315,-0.012662323
1706,-1,,5.0,B07V4JD954,B07V4JD954,0.25007978,-0.126601
1707,5,0.0,5.0,B01N7CV2TS,B01N7CV2TS,-0.583268,0.04059897
1708,-1,,5.0,B07FSBRRTP,B07FSBRRTP,0.012142818,0.17656301
1709,-1,,5.0,B07LG3CMWX,B07CZBCY2W,-0.19656172,0.23850575
1710,-1,,3.0,B075FTYGQK,B075FTYGQK,-0.33633256,-0.12022722
1711,-1,,5.0,B082SR59W9,B01L1HH5TY,0.38815492,-0.23920006
1712,-1,,5.0,B07DD69HKJ,B07DD69HKJ,-0.20619613,-0.021546155
1713,-1,,5.0,B09GFP5DMH,B09GFP5DMH,0.111146495,-0.11017197
1714,-1,,4.0,B0919NL52L,B001S14DYO,-0.4226503,-0.20646662
1715,-1,,5.0,B077V8RVN7,B077V8RVN7,-0.13744533,-0.17857988
1716,-1,,5.0,B08QS8NWL3,B08QS8NWL3,-0.0048964135,0.2280341
1717,-1,,5.0,B09HTM917T,B08FBN5STQ,0.0983822,0.0669585
1718,-1,,5.0,B08CXRWGW2,B08CXRWGW2,0.041045118,-0.012844458
1719,-1,,5.0,B0BM3XNNWF,B08CZFYMKT,0.1271536,0.5088444
1720,-1,,5.0,B088WD4DRZ,B088WD4DRZ,0.06830056,0.06914885
1721,-1,,5.0,B07F4P3JH7,B078HNTH41,0.114276595,-0.008794553
1722,-1,,4.0,B081TZ8TBM,B081TZ8TBM,-0.0061061233,-0.11603404
1723,-1,,5.0,B07R11T5MC,B07R11T5MC,-0.022025086,-0.049102753
1724,-1,,5.0,B07T58DGSZ,B07T58DGSZ,0.01370367,-0.063543394
1725,-1,,5.0,B07S7QYRSP,B07S7QYRSP,-0.15063623,-0.12058517
1726,-1,,3.0,B07DBXWFVQ,B07DBXWFVQ,0.17958039,-0.07758698
1727,-1,,5.0,B07WC6TDT8,B07SQGVCHJ,0.06403457,-0.19488554
1728,-1,,1.0,B07PN74YD7,B07PN74YD7,0.014919842,-0.3367857
1729,-1,,5.0,B07H5RNMP5,B01CSZAYF0,0.042242344,0.081711344
1730,-1,,5.0,B00G3KZ8YE,B00G3KZ8YE,-0.45892245,-0.13902415
1731,-1,,5.0,B07456BG8N,B06XCM9LJ4,-0.095549576,-0.19094753
1732,-1,,1.0,B06X6M5HGP,B06X6M5HGP,0.1559585,-0.022106731
1733,-1,,3.0,B0043T7FXE,B0043T7FXE,-0.109387465,0.05227056
1734,-1,,5.0,B00C28WXI0,B00C28WXI0,-0.2129884,-0.23760344
1735,-1,,2.0,B00CLZWK64,B00CLZWK64,0.22828946,-0.014839537
1736,-1,,5.0,B00XIL20DI,B004M4TZF6,0.01218994,-0.15013194
1737,-1,,2.0,B0070Z8CEY,B0070Z8CEY,-0.030651733,-0.09370607
1738,-1,,5.0,B00752RAA4,B00752RAA4,0.022113517,-0.31348917
1739,-1,,5.0,B005ESVW96,B005ESVW96,0.075862795,-0.2115674
1740,-1,,5.0,B081S43284,B081S43284,0.19244522,0.025388233
1741,-1,,5.0,B09Q3NR84W,B07HS5FW7Y,0.109460846,0.09415247
1742,-1,,5.0,B07PGL2N7J,B07PGL2N7J,0.08343069,0.06821949
1743,-1,,5.0,B07MGTL6L9,B07MGTL6L9,0.036124013,-0.3551805
1744,-1,,5.0,B00QE9UCZO,B00QE9UCZO,0.1044282,-0.044687435
1745,-1,,5.0,B0BP28CLNX,B08NP2TLL3,0.13304836,-0.006931599
1746,-1,,3.0,B07H3PZ5LS,B07H3PZ5LS,0.107478395,0.2553009
1747,-1,,5.0,B09LTTFKYC,B08HCMRS2S,0.015790414,0.5404035
1748,-1,,1.0,B081PGLYND,B081PGLYND,-0.45368832,-0.12956375
1749,-1,,5.0,B0B65BNKW1,B09VHBXY63,0.06588259,-0.008282194
1750,-1,,5.0,B0BQ5JWN9Z,B0BFVQYBFX,0.115846865,-0.05638654
1751,-1,,1.0,B0BSDJW7F3,B07WN14MMN,-0.0015583187,-0.3187615
1752,-1,,5.0,B08MQ2HHFN,B08MQ2HHFN,0.09704365,-0.07883879
1753,-1,,2.0,B0C6QKB234,B089SX7WYM,-0.24667251,-0.19336203
1754,-1,,5.0,B0BT98MVYD,B08DHCC8BN,0.054661162,-0.26749867
1755,-1,,5.0,B0BZJZKYST,B079JD7F7G,0.059195407,-0.23686352
1756,-1,,1.0,B084LN55B3,B01N7J9APR,-0.048244342,0.04961116
1757,-1,,1.0,B0BS2TMK39,B0195Y0A42,0.061878394,-0.09098463
1758,-1,,1.0,B07XZ6D1YH,B07NNR1JH5,0.24192148,-0.075033195
1759,-1,,5.0,B08HTPQZRB,B086BG213X,0.07233809,-0.15338592
1760,-1,,1.0,B0B2KHS3ZZ,B07YMKD6SM,0.09491812,-0.08829792
1761,-1,,2.0,B099V8GPR4,B01N2TLGMF,-0.32220516,-0.13418573
1762,-1,,5.0,B00N9ZVN90,B00N9ZVN90,0.14675759,0.08923942
1763,-1,,1.0,B01MQHBZS1,B01MQHBZS1,0.052319795,0.35166624
1764,-1,,5.0,B000KUS9EE,B000KUS9EE,0.18593225,0.00982742
1765,-1,,1.0,B0BBCW8P9M,B0BBCW8P9M,0.15140805,0.024428342
1766,-1,,2.0,B0B7MR7WS7,B0B7MR7WS7,-0.008312926,-0.094814315
1767,-1,,2.0,B07H65KP63,B07FZ8S74R,0.13830526,0.0134252235
1768,-1,,5.0,B01AY37QWC,B01J5XVYXE,0.23942348,-0.20721078
1769,-1,,5.0,B0BZ3LHSDW,B074SHZHFF,0.07987154,-0.15307459
1770,-1,,2.0,B07ZG6W84H,B07ZG6W84H,-0.10165415,-0.28277197
1771,-1,,5.0,B09X2J3LGX,B00196WS6S,0.21041462,-0.06879139
1772,-1,,5.0,B07L2T2W6L,B07L2T2W6L,0.11471346,-0.2108849
1773,-1,,5.0,B08HJ6D2Y3,B09C8DD5YC,-0.18329895,0.034254737
1774,-1,,5.0,B09XLGGLTQ,B07KG4CZ97,-0.04500907,0.40271077
1775,-1,,4.0,B07GSP157Z,B07GSP157Z,-0.0046223775,0.37859055
1776,-1,,4.0,B07CY79CKZ,B07CY79CKZ,0.09675303,0.044835374
1777,-1,,5.0,B0742FQ3Q3,B0742FQ3Q3,0.08447638,-0.032621875
1778,-1,,2.0,B07L5L22ZL,B07899MFZ2,0.11346053,0.198111
1779,-1,,5.0,B07GGVNF14,B07GGVNF14,0.1173074,0.1436618
1780,-1,,5.0,B01BFIBRIE,B01BFIBRIE,-0.0068243556,0.16667527
1781,-1,,5.0,B007OZNUCE,B007OZNUCE,0.06710538,0.26489764
1782,-1,,5.0,B007T356BO,B007R5YDYA,0.11584555,0.32755014
1783,-1,,5.0,B0C1J4XGB1,B00ILM977Q,0.17964438,0.017300706
1784,-1,,5.0,B08F4RGHLY,B07DLXWMCV,0.153178,0.038302664
1785,-1,,5.0,B094JBZGF4,B094JBZGF4,0.11063339,0.33440587
1786,-1,,5.0,B000GDGWWG,B000GDGWWG,0.22872967,-0.07056232
1787,-1,,5.0,B0796VRYV3,B0796VRYV3,0.08589819,0.2283679
1788,-1,,3.0,B0BLVJWGCC,B07TBD5CFF,0.11250064,0.16155416
1789,-1,,5.0,B001DAT0XE,B001DAT0XE,0.14300233,0.20338142
1790,-1,,1.0,B084LS3RQJ,B07M98Z8DD,0.17891574,-0.20695527
1791,-1,,5.0,B0742J69SQ,B0742J69SQ,0.0064509735,0.11760545
1792,-1,,5.0,B0B2JWCMCY,B07T55DL33,0.13938233,-0.14213131
1793,-1,,5.0,B07T451KJM,B07T451KJM,0.1318514,0.13709362
1794,-1,,5.0,B00R124LAK,B00R124LAK,0.063265234,0.040623248
1795,-1,,1.0,B016B12PUE,B016B12PUE,0.173583,0.16949338
1796,-1,,3.0,B07864XM91,B01FD77DFO,-0.0038465783,0.37618074
1797,-1,,5.0,B07C4ZNM7Q,B07C4ZNM7Q,0.011017349,-0.020920435
1798,-1,,5.0,B06XNZJTGD,B01MRKLH27,0.08796373,0.2688134
1799,-1,,5.0,B081NM793Z,B01F6WBE4C,-0.00391734,0.31709376
1800,6,0.09816404504196316,5.0,B09V6JXVX1,B00EIBEQD4,0.13262016,0.06506272
1801,-1,,5.0,B07V5DDC7R,B06XWRC6VF,0.010873247,0.33110005
1802,-1,,4.0,B092JBV61J,B0029Q7A1K,0.075745724,0.33581117
1803,-1,,5.0,B01772N80C,B014658DHQ,-0.16807905,-0.053502515
1804,-1,,5.0,B094QJBPB1,B00CMAQHUI,0.08706942,0.21090591
1805,-1,,1.0,B010B2BGX6,B010B2BGX6,0.036165528,0.27429378
1806,-1,,4.0,B07D8JK4HM,B00GA2P73C,-0.03694185,0.37097704
1807,-1,,5.0,B07WNJQFP9,B00B513ESS,0.008094624,0.35667646
1808,-1,,5.0,B013EKI2DY,B004LTEUDO,0.00320822,0.13705717
1809,-1,,4.0,B00IIEICNC,B00DVKORX2,-0.32348585,0.00055442005
1810,-1,,1.0,B0099WSJHQ,B0099WSJHQ,0.15604445,0.067833215
1811,-1,,1.0,B007PFZNHS,B007PFZNHS,0.14494467,-0.105857775
1812,-1,,3.0,B009Z3SXTS,B009Z3SXTS,-0.10325093,0.3521579
1813,-1,,5.0,B00G3J8EZ0,B00G3J8EZ0,0.01705102,0.30897072
1814,-1,,5.0,B004SBBD8U,B004SBBD8U,-0.0687676,0.24558422
1815,-1,,5.0,B007T356BO,B007R5YFS4,-0.02573514,0.43383205
1816,-1,,1.0,B0878WQ4WM,B0878WQ4WM,0.23458332,-0.1570583
1817,-1,,5.0,B08L1WHFWJ,B08GFKSTKB,0.071606554,0.26277205
1818,-1,,5.0,B0C8HDXFXN,B07TVSLDND,0.06402387,0.06065072
1819,-1,,5.0,B0C98XDNLY,B087D2BPBC,0.22697222,-0.24908707
1820,-1,,5.0,B0CCDMQZM7,B00M77HMU0,0.2424764,-0.2678431
1821,-1,,5.0,B07P841621,B07P841621,0.1569936,0.048224583
1822,-1,,5.0,B09DCPPYNR,B014F4SBMK,-0.07206238,0.0692983
1823,-1,,5.0,B07PTVBKHM,B07PRD2NQ7,0.11324855,0.023278557
1824,-1,,4.0,B07D36JJZT,B07D36JJZT,0.07692832,-0.15199558
1825,-1,,5.0,B07P5LBBMN,B07P5LBBMN,0.32588804,-0.28150716
1826,-1,,4.0,B08TX9GNB3,B07GJ7DHMP,0.060718335,-0.26313305
1827,-1,,5.0,B01GDIUA8Y,B01GDIUA8Y,0.09403747,0.0048210565
1828,-1,,5.0,B00SGBJOWA,B00SGBJOWA,0.3057498,-0.29902467
1829,-1,,5.0,B01D0J787A,B01D0J787A,0.24074924,-0.033885907
1830,-1,,5.0,B09JLMDSLC,B09JLNBK48,0.14592545,0.11811641
1831,-1,,5.0,B089F9YDFC,B089F9YDFC,0.0012586787,-0.17811535
1832,-1,,5.0,B0C3KV52B7,B075MBQMFJ,0.04373698,-0.103119634
1833,-1,,3.0,B09P2C15L1,B007LK5S0E,0.21500948,-0.22683614
1834,-1,,3.0,B0B55KLJBY,B0077QMDGY,0.020188909,-0.40011528
1835,-1,,5.0,B081TK1W3Z,B004SUIM4E,-0.16078576,0.21173054
1836,-1,,5.0,B0B8W72ZG6,B019XOJ874,0.09609234,-0.18232445
1837,-1,,5.0,B07M87KRKR,B074K9HNXD,-0.018937096,0.14409582
